weburl,tname01,tname02,tname03,oname,year,country,category01,category02,category03,director
http://www.ygdy8.net/html/gndy/dyzz/20140809/45857.html,蝙蝠侠：突袭阿卡姆,,,Batman Assault on Arkham,2014,美国,科幻,动作,动画,杰伊`欧力瓦
http://www.ygdy8.net/html/gndy/dyzz/20140809/45858.html,双重人格,,,The Double,2013,英国,剧情,惊悚,,理查德`阿尤阿德
http://www.ygdy8.net/html/gndy/dyzz/20140813/45884.html,佳人蓓尔,,,Belle,2013,英国,剧情,,,阿玛`艾桑特
http://www.ygdy8.net/html/gndy/dyzz/20140813/45885.html,臆想成病,,,Supercondriaque,2013,法国/比利时,喜剧,剧情,,丹尼`伯恩
http://www.ygdy8.net/html/gndy/dyzz/20140814/45891.html,想要拥抱你,I Just Wanna Hug You,,抱きしめたい 真実の物語,2014,,爱情,,,盐田明彦
http://www.ygdy8.net/html/gndy/dyzz/20140814/45892.html,玩具总动员之惊魂夜,玩具总动员之恐怖故事,,Toy Story of Terror,2013,美国,喜剧,动画,短片,安格斯麦克莱恩
http://www.ygdy8.net/html/gndy/dyzz/20140815/45897.html,疯狂72小时,夜夜夜,,Night of Adventure,2014,中国,喜剧,,,李继贤
http://www.ygdy8.net/html/gndy/dyzz/20140815/45898.html,单亲度假村,爱情调和剂,爱混在一起(港),Blended,2014,美国,喜剧,,,弗兰克`克拉斯
http://www.ygdy8.net/html/gndy/dyzz/20140816/45903.html,魔鬼绳结,魔鬼的结,魔谷奇案(港),Devil's Knot,2013,美国,传记,犯罪,剧情,阿托姆`伊戈扬
http://www.ygdy8.net/html/gndy/dyzz/20140816/45904.html,一号目标,梅园岁月,,Who is Undercover,2014,中国,剧情,动作,悬疑,翟俊杰
http://www.ygdy8.net/html/gndy/dyzz/20140817/45910.html,暴力街区,玩命特区(台),暴力禁区(港),Brick Mansions,2014,法国/加拿大,动作,犯罪,剧情,卡米勒`德拉马雷
http://www.ygdy8.net/html/gndy/dyzz/20140818/45917.html,奥兹国的桃乐西,,,Legends of Oz: Dorothy's Return,2014,美国,动画,喜剧,音乐,Will
http://www.ygdy8.net/html/gndy/dyzz/20140818/45918.html,邻居大战,恶邻居,那小子有点坏,Neighbors,2014,美国,喜剧,,,尼古拉斯`斯托勒
http://www.ygdy8.net/html/gndy/dyzz/20140819/45924.html,平常的心,平常心,常人之心(台),The Normal Heart,2014,美国,剧情,,,瑞恩`墨菲
http://www.ygdy8.net/html/gndy/dyzz/20140820/45931.html,布鲁克林最愤怒的人,,,The Angriest Man in Brooklyn,2014,美国,喜剧,剧情,,菲尔`奥尔登`罗宾森
http://www.ygdy8.net/html/gndy/dyzz/20140820/45932.html,,,,The Breakup Guru,2014,中国,剧情,喜剧,爱情,邓超
http://www.ygdy8.net/html/gndy/dyzz/20140822/45943.html,上帝未死,,,God's Not Dead,2014,美国,剧情,,,Harold
http://www.ygdy8.net/html/gndy/dyzz/20140822/45944.html,反贪风暴,Z风云,Z風暴,Z Storm,2014,,剧情,动作,犯罪,林德禄
http://www.ygdy8.net/html/gndy/dyzz/20140823/45951.html,哥斯拉,哥吉拉(台),,Godzilla,2014,美国/日本,动作,科幻,惊悚,加里斯`爱德华斯
http://www.ygdy8.net/html/gndy/dyzz/20140824/45956.html,克朗代克,,,,2014,美国,冒险,剧情,,西蒙`赛伦`琼斯
http://www.ygdy8.net/html/gndy/dyzz/20140826/45970.html,乌龙骑士团,坏蛆骑士,,Knights of Badassdom,2013,美国,冒险,奇幻,恐怖,乔`林奇
http://www.ygdy8.net/html/gndy/dyzz/20140826/45971.html,选秀之日,超級选秀日,,Draft Day,2014,美国,剧情,运动,,伊万`雷特曼
http://www.ygdy8.net/html/gndy/dyzz/20140829/45986.html,像男人一样思考2,男人行不行2(台),,Think Like a Man Too,2014,美国,喜剧,爱情,,蒂姆`斯托瑞
http://www.ygdy8.net/html/gndy/dyzz/20140829/45987.html,星运里的错,无比美妙的痛苦,命运的错,The Fault In Our Stars,2014,美国,剧情,爱情,,乔什`波恩Josh
http://www.ygdy8.net/html/gndy/dyzz/20140830/45988.html,西班牙情事,八个巴斯克姓,,Ocho apellidos vascos,2014,西班牙,喜剧,,,埃米利奥`马丁内斯`拉萨罗
http://www.ygdy8.net/html/gndy/dyzz/20140901/46001.html,西野的恋爱与冒险,,,,2014,日本,剧情,,,井口奈己
http://www.ygdy8.net/html/gndy/dyzz/20140904/46044.html,西部的一百万种死法,夺命西(港),百万种硬的方式(台),A Million Ways to Die in the West,2014,美国,喜剧,西部,动作,塞思`麦克法兰Seth
http://www.ygdy8.net/html/gndy/dyzz/20140904/46045.html,沙海漂流人,漂泊者,,The Rover,2014,澳大利亚/美国,犯罪,剧情,动作,大卫`米奇欧德
http://www.ygdy8.net/html/gndy/dyzz/20140905/46051.html,京城81号,朝内81号,,The House That Never Dies,2014年,中国,剧情,悬疑,惊悚,叶伟民
http://www.ygdy8.net/html/gndy/dyzz/20140905/46052.html,,,,Brotherhood of Blades,2014,中国,动作,爱情,武侠,路阳
http://www.ygdy8.net/html/gndy/dyzz/20140906/46063.html,沉睡魔咒,梅尔菲森特,玛琳菲森,Maleficent,2014,美国/英国,动作,冒险,家庭,罗伯特`斯托姆伯格
http://www.ygdy8.net/html/gndy/dyzz/20140908/46093.html,落魄大厨,五星主厨快餐车(台),滋味旅程(港),Chef,2014,美国,喜剧,,,乔恩`费儒
http://www.ygdy8.net/html/gndy/dyzz/20140909/46106.html,死亡拼图,,,,2014,,恐怖,惊悚,,内藤瑛亮
http://www.ygdy8.net/html/gndy/dyzz/20140909/46107.html,X战警：逆转未来,X战警前传2,X战警：未来昔日(台),X-Men: Days of Future Past,2014,美国/英国,动作,冒险,奇幻,布莱恩`辛格
http://www.ygdy8.net/html/gndy/dyzz/20140910/46113.html,夜色行动,夜色棋着,飘渺夜空,Night Moves,2013,美国,剧情,惊悚,,凯莉`雷查德
http://www.ygdy8.net/html/gndy/dyzz/20140910/46114.html,优雅的谎言,,,Thread of Lies,2014,韩国,,,,李翰
http://www.ygdy8.net/html/gndy/dyzz/20140913/46133.html,鼹鼠之歌,卧底威龙(台),,土竜の唄 潜入捜査官 REIJI/The Mole Song: Undercover Agent Reiji,2014,日本,动作,喜剧,,三池崇史
http://www.ygdy8.net/html/gndy/dyzz/20140913/46134.html,出轨幻想,情欲三重奏(台),悬疑第三者(港),Third Person,2013,英国/美国/德国/比利时,剧情,爱情,,保罗`哈吉斯
http://www.ygdy8.net/html/gndy/dyzz/20140914/46141.html,信号,诡`异`讯(台),,The Signal,2014,美国,科幻,惊悚,,威廉`尤班克
http://www.ygdy8.net/html/gndy/dyzz/20140915/46146.html,驯龙高手2,驯龙记2(港),,How to Train Your Dragon 2,2014,美国,,,,迪恩`德布洛斯
http://www.ygdy8.net/html/gndy/dyzz/20140915/46147.html,街头霸王：暗杀拳,街头霸王：刺客之拳 , 街霸：暗杀拳,Street Fighter Assassin's Fist,2014,英国,动作,冒险,剧情,乔伊`安沙
http://www.ygdy8.net/html/gndy/dyzz/20140916/46153.html,七月寒潮,,,Cold in July,2014,美国/法国,剧情,惊悚,,吉姆`米可
http://www.ygdy8.net/html/gndy/dyzz/20140917/46159.html,一月迷情,蜜月杀机,,The Two Faces of January,2014,英国/美国/法国,惊悚,,,霍辛`阿米尼
http://www.ygdy8.net/html/gndy/dyzz/20140918/46164.html,明日边缘,异空战士(港),明日边界(台),Edge of Tomorrow,2014,美国/澳大利亚,动作,科幻,,道格`里曼
http://www.ygdy8.net/html/gndy/dyzz/20140919/46172.html,变形金刚4：绝迹重生,变形金刚：歼灭世纪(港),变形金刚4：灭绝时代,Transformers: Age of Extinction,2014,美国/中国大陆,动作,科幻,冒险,迈克尔-贝
http://www.ygdy8.net/html/gndy/dyzz/20140923/46203.html,真不走运,非我吉日,不是我的日子,Nicht mein Tag,2014,德国,喜剧,,,Peter
http://www.ygdy8.net/html/gndy/dyzz/20140925/46216.html,辩护人,逆权大状(港),正义辩护人(台),The Attorney,2013,韩国,剧情,,,梁宇皙
http://www.ygdy8.net/html/gndy/dyzz/20140925/46217.html,百万金臂,,,Million Dollar Arm,2014,美国,剧情,传记,运动,克雷格`吉勒斯佩
http://www.ygdy8.net/html/gndy/dyzz/20140926/46222.html,哆啦A梦：新`大雄的大魔境 贝可与5人探险队,,,映画ドラえもん 新?のび太の大魔境?ペコと5人の探検隊?,2014,日本,动画,,,八锹新之助
http://www.ygdy8.net/html/gndy/dyzz/20140929/46240.html,92班,曼联92班,曼联92黄金一代,The Class of 92,2013,英国,,,,Benjamin
http://www.ygdy8.net/html/gndy/dyzz/20140929/46241.html,BBC: Hidden Kingdoms,,,BBC：隐秘王国,2014,英国,纪录,,,Simon
http://www.ygdy8.net/html/gndy/dyzz/20141001/46257.html,送乡人,伴她归去,逃离边境,The Homesman,2014,美国/法国,剧情,西部,,汤米`李`琼斯
http://www.ygdy8.net/html/gndy/dyzz/20141005/46310.html,魔字鬼谈,,,The Scribbler,2014,美国,惊悚,,,John
http://www.ygdy8.net/html/gndy/dyzz/20141006/46325.html,神的病历簿2,,,神様のカルテ2/The Chart of Love,2014,,剧情,,,深川荣洋
http://www.ygdy8.net/html/gndy/dyzz/20141006/46326.html,群盗：民乱的时代,群盗,,KUNDO : Age of the Rampant,2014,韩国,动作,,,尹钟彬
http://www.ygdy8.net/html/gndy/dyzz/20141008/46351.html,X战警：逆转未来,X战警前传2,X战警：未来昔日(台),X-Men: Days of Future Past,2014,美国/英国,动作,冒险,奇幻,布莱恩`辛格
http://www.ygdy8.net/html/gndy/dyzz/20141009/46359.html,我的僵尸女友,,,Life After Beth,2014,美国,喜剧,恐怖,,杰夫-巴埃纳
http://www.ygdy8.net/html/gndy/dyzz/20141011/46371.html,忘了去懂你,陌生,,Forgetting to Know You,2014,中国,剧情,家庭,,权聆
http://www.ygdy8.net/html/gndy/dyzz/20141011/46372.html,驱魔警探,今`猛`夜(港),恶魔刑事录(台),Deliver Us from Evil,2014,美国,动作,惊悚,恐怖,斯科特`德瑞克森
http://www.ygdy8.net/html/gndy/dyzz/20141012/46378.html,人类清除计划2：无政府状态,国定杀戮日：全民疯杀(港),,The Purge: Anarchy,2014,美国/法国,动作,惊悚,恐怖,詹姆斯`德莫纳克
http://www.ygdy8.net/html/gndy/dyzz/20141012/46379.html,非礼勿视2,,,See No Evil 2,2014,美国,惊悚,恐怖,,Jen
http://www.ygdy8.net/html/gndy/dyzz/20141013/46387.html,Girls,,,闺蜜,2014,中国,喜剧,爱情,,黄真真
http://www.ygdy8.net/html/gndy/dyzz/20141015/46400.html,摩纳哥王妃,为爱璀璨：永远的葛丽丝(台),摩纳哥的格蕾丝 ,Grace Of Monaco,2014,法国/美国/比利时/意大利,传记,剧情,爱情,奥利维埃`达昂
http://www.ygdy8.net/html/gndy/dyzz/20141015/46401.html,王子,,,The Prince,2014,美国,动作,惊悚,,布莱恩`A`米勒
http://www.ygdy8.net/html/gndy/dyzz/20141016/46408.html,良善之辈,锁命横财,,Good People,2014,美国,剧情,惊悚,,亨里克`鲁本`甘茨
http://www.ygdy8.net/html/gndy/dyzz/20141017/46413.html,歌曲改变人生,为乐而生,重新开始,Begin Again,2013,美国,喜剧,剧情,音乐,约翰`卡尼John
http://www.ygdy8.net/html/gndy/dyzz/20141017/46414.html,,,,But Always,2014,中国/中国香港,爱情,,,邹佡
http://www.ygdy8.net/html/gndy/dyzz/20141019/46429.html,飞机总动员2: 火线救援,飞机总动员2: 救火大行动(港),飞机总动员：打火英雄(台),Planes: Fire   Rescue,2014,美国,动画,冒险,喜剧,罗伯茨`甘纳韦
http://www.ygdy8.net/html/gndy/dyzz/20141019/46430.html,驯龙高手2,驯龙记2(港),,How to Train Your Dragon 2,2014,美国,,,,迪恩`德布洛斯
http://www.ygdy8.net/html/gndy/dyzz/20141020/46435.html,触不可及,,,One Step Away,2014,中国,爱情,战争,剧情,赵宝刚
http://www.ygdy8.net/html/gndy/dyzz/20141020/46436.html,四大名捕大结局,四大名捕3,,The Four Final Battle,2014,中国,动作,爱情,悬疑,陈嘉上
http://www.ygdy8.net/html/gndy/dyzz/20141021/46443.html,临时同居,失恋急让,,Temporary Family,2014,中国/中国香港,喜剧,爱情,,卓韵芝
http://www.ygdy8.net/html/gndy/dyzz/20141021/46444.html,致命弯道6：终极审判,,,Wrong Turn 6: Last Resort,2014,美国,惊悚,恐怖,,Valeri
http://www.ygdy8.net/html/gndy/dyzz/20141022/46449.html,心在彼处,希望我在这儿,,Wish I Was Here,2014,美国,喜剧,剧情,,扎克`布拉夫
http://www.ygdy8.net/html/gndy/dyzz/20141022/46450.html,爱的就是你,我爱的那个人,,The One I Love,2014,美国,喜剧,剧情,爱情,查理`迈科多维尔
http://www.ygdy8.net/html/gndy/dyzz/20141023/46455.html,宙斯之子：赫拉克勒斯,大力神：色雷斯之战,大力士,Hercules,2014,美国,,,,布莱特`拉特纳
http://www.ygdy8.net/html/gndy/dyzz/20141023/46456.html,最高通缉犯,头号公敌(港),谍报风云(台),A Most Wanted Man,2014,美国/英国/德国,惊悚,,,安东-寇班
http://www.ygdy8.net/html/gndy/dyzz/20141026/46475.html,标靶,零点追凶,单刀直入,The Target,2014,韩国,动作,惊悚,,尹鸿承
http://www.ygdy8.net/html/gndy/dyzz/20141026/46476.html,热血高校3,,,,2014,,动作,,,豊田利晃
http://www.ygdy8.net/html/gndy/dyzz/20141029/46494.html,警察游戏,冒牌条子(台),我要做差佬(港),Let's Be Cops,2014,美国,喜剧,动作,,卢克`格林菲德
http://www.ygdy8.net/html/gndy/dyzz/20141029/46495.html,宙斯之子：赫拉克勒斯,大力神：色雷斯之战,大力士,Hercules,2014,美国,,,,布莱特`拉特纳
http://www.ygdy8.net/html/gndy/dyzz/20141030/46500.html,机器纪元,奥图玛塔(台),机器军团,Aut&oacute;mata,2014,西班牙/保加利亚,科幻,惊悚,,加贝-伊班内兹
http://www.ygdy8.net/html/gndy/dyzz/20141031/46506.html,窃听风云3,,,Overheard 3,2014,中国香港/中国,动作,悬疑,惊悚,麦兆辉
http://www.ygdy8.net/html/gndy/dyzz/20141031/46507.html,不惧风暴,飓风中心(港),直闯暴风圈(台),Into the Storm,2014,美国,动作,惊悚,灾难,史蒂文-奎里
http://www.ygdy8.net/html/gndy/dyzz/20141101/46514.html,杀王者,逆鳞,,The Fatal Encounter,2014,韩国,动作,剧情,,李宰圭
http://www.ygdy8.net/html/gndy/dyzz/20141101/46515.html,猩球崛起：黎明之战,猩球崛起2 ,猩球黎明,Dawn of the Planet of the Apes,2014,美国,动作,剧情,科幻,马特`里夫斯
http://www.ygdy8.net/html/gndy/dyzz/20141103/46545.html,龙虎少年队2,龙虎少年队：童颜巨捕(台),囧探出更(港),22 Jump Street,2014,美国,喜剧,动作,犯罪,菲尔`罗德
http://www.ygdy8.net/html/gndy/dyzz/20141104/46565.html,暗金丑岛君电影版2,,,闇金ウシジマくん Part2/Ushijima the Loan Shark 2,2014,日本,喜剧,,,山口雅俊
http://www.ygdy8.net/html/gndy/dyzz/20141104/46566.html,两天一夜,,,"Two Days One Night/Deux jours, une nuit",2014,比利时/意大利/法国,剧情,,,让`皮埃尔`达内
http://www.ygdy8.net/html/gndy/dyzz/20141107/46593.html,超体,超能毒贩,超体露西(台),Lucy,2014,法国,动作,科幻,惊悚,吕克`贝松
http://www.ygdy8.net/html/gndy/dyzz/20141107/46594.html,痞子英雄2：黎明升起,痞子英雄2：黎明再起,痞子英雄2,Black   White Episode 2,2014,中国台湾,动作,,,蔡岳勋
http://www.ygdy8.net/html/gndy/dyzz/20141109/46613.html,亲爱的,亲爱的小孩,打拐,Dearest,2014,中国,剧情,,,陈可辛
http://www.ygdy8.net/html/gndy/dyzz/20141110/46618.html,礼物,,,Gift,2014,,剧情,,,宮岡太郎
http://www.ygdy8.net/html/gndy/dyzz/20141110/46619.html,赐予者,施予者,记忆传授人,The Giver,2014,美国,剧情,科幻,,菲利普`诺伊斯
http://www.ygdy8.net/html/gndy/dyzz/20141112/46630.html,猩球崛起：黎明之战,猩球崛起2 ,猩球黎明,Dawn of the Planet of the Apes,2014,美国,动作,剧情,科幻,马特`里夫斯
http://www.ygdy8.net/html/gndy/dyzz/20141114/46642.html,少女怪谈,少女坟墓,怪谈少女,Mourning Grave,2014,韩国,,,,吴仁川
http://www.ygdy8.net/html/gndy/dyzz/20141114/46643.html,如果我留下,如果我还活着,徘徊人世间,If I Stay,2014,美国,剧情,,,R.J.卡特勒
http://www.ygdy8.net/html/gndy/dyzz/20141115/46648.html,四大名捕大结局,四大名捕3,,The Four Final Battle,2014,中国,动作,爱情,悬疑,陈嘉上
http://www.ygdy8.net/html/gndy/dyzz/20141116/46653.html,十一月杀手,谍网暗战(港),特务交锋(台),The November Man,2014,美国,动作,犯罪,惊悚,罗杰-唐纳森
http://www.ygdy8.net/html/gndy/dyzz/20141116/46654.html,银河护卫队,银河守护队(港),星际异攻队(台),Guardians of the Galaxy,2014,美国/英国,动作,科幻,冒险,詹姆斯-古恩
http://www.ygdy8.net/html/gndy/dyzz/20141120/46679.html,敢死队3,轰天猛将3(港),浴血任务3(台),The Expendables 3,2014,美国/法国,动作,冒险,惊悚,派特里克`休斯Patrick
http://www.ygdy8.net/html/gndy/dyzz/20141121/46686.html,猎鹰突起,猎鹰上升,猎鹰崛起,Falcon Rising,2014,美国,动作,冒险,,厄尼`巴巴拉什
http://www.ygdy8.net/html/gndy/dyzz/20141122/46693.html,等一个人咖啡,,,Cafe.Waiting.Love,2014,中国台湾,喜剧,爱情,,江金霖
http://www.ygdy8.net/html/gndy/dyzz/20141123/46699.html,超体,超能毒贩,超体露西(台),Lucy,2014,法国,动作,科幻,惊悚,吕克`贝松
http://www.ygdy8.net/html/gndy/dyzz/20141123/46700.html,少年时代,少年12年,年少时代(台),Boyhood/The 12-Year Movie,2014,美国,剧情,,,理查德`林克莱特
http://www.ygdy8.net/html/gndy/dyzz/20141126/46718.html,渴望,,,he World of Kanako,2014,,犯罪,剧情,悬疑,中岛哲也
http://www.ygdy8.net/html/gndy/dyzz/20141126/46719.html,深海挑战,,,James Cameron&lsquo;s Deepsea Challenge 3D,2014,美国,纪录,冒险,,雷-昆特
http://www.ygdy8.net/html/gndy/dyzz/20141127/46725.html,走到尽头,黑仔刑警(港),非常警探(台),A Hard Day,2014,韩国,动作,惊悚,犯罪,金成勋
http://www.ygdy8.net/html/gndy/dyzz/20141128/46730.html,名侦探柯南2014：异次元的狙击手,,,Detective Conan 18TH Dimensional Sniper,2014,日本,动画,冒险,悬疑,静野孔文
http://www.ygdy8.net/html/gndy/dyzz/20141128/46731.html,,,,Dead Snow Red vs Dead,2014,挪威/冰岛,喜剧,动作,恐怖,托米`维尔科拉
http://www.ygdy8.net/html/gndy/dyzz/20141129/46738.html,心花路放,玩命邂逅,玩儿命邂逅,Breakup Buddies,2014,中国,喜剧,爱情,,宁浩
http://www.ygdy8.net/html/gndy/dyzz/20141204/46784.html,地狱医院,地狱病院,,Stonehearst Asylum/ Eliza Graves,2014,美国,惊悚,,,布拉德`安德森
http://www.ygdy8.net/html/gndy/dyzz/20141204/46785.html,辉夜姬物语,辉耀姬物语(港),,,2013,日本,动画,剧情,魔幻,高畑勋
http://www.ygdy8.net/html/gndy/dyzz/20141207/46823.html,失魂姐弟,骷髅双胞胎,人生双告急(台),The Skeleton Twins,2014,美国,剧情,,,克雷格-约翰森
http://www.ygdy8.net/html/gndy/dyzz/20141208/46830.html,,,,The Babadook,2014,澳大利亚,剧情,恐怖,惊悚,Jennifer
http://www.ygdy8.net/html/gndy/dyzz/20141208/46831.html,,,,The Boundary,2014,中国,剧情,悬疑,,汪涛
http://www.ygdy8.net/html/gndy/dyzz/20141212/46864.html,守丧七日晴,爱在头七天(台),,This Is Where I Leave You,2014,美国,喜剧,,,肖恩`利维
http://www.ygdy8.net/html/gndy/dyzz/20141213/46869.html,涩青298-03,,,Probation Order,2014,中国香港,剧情,传记,,梁鸿华
http://www.ygdy8.net/html/gndy/dyzz/20141213/46870.html,伸冤人,叛谍裁判(港),私刑教育(台),The Equalizer,2014,美国,动作,惊悚,犯罪,安东尼`福奎阿
http://www.ygdy8.net/html/gndy/dyzz/20141215/46881.html,德古拉元年,德古拉秘辛,德古拉伯爵:血魔降生(港),Dracula Untold,2014,美国,动作,剧情,奇幻,加里`肖尔
http://www.ygdy8.net/html/gndy/dyzz/20141215/46882.html,,,,The Nightingale,2014,法国/中国,剧情],,,行费利普`弥勒
http://www.ygdy8.net/html/gndy/dyzz/20141216/46889.html,,,,FivKuiba Ⅲ,2014,中国,动作,动画,奇幻,王川
http://www.ygdy8.net/html/gndy/dyzz/20141216/46890.html,圣斗士星矢：圣域传说,,,Saint Seiya: Legend of Sanctuary,2014,日本,动画,奇幻,,佐藤敬一
http://www.ygdy8.net/html/gndy/dyzz/20141217/46896.html,复仇之角,神奇犄角,魔角(台),Horns,2013,美国,惊悚,恐怖,奇幻,亚历山大`阿嘉
http://www.ygdy8.net/html/gndy/dyzz/20141217/46897.html,冬眠,冬日苏醒,,inter Sleep,2014,土耳其/法国/德国,剧情,,,努里`比格`锡兰
http://www.ygdy8.net/html/gndy/dyzz/20141219/46908.html,边境,,,Frontera,2014,美国,剧情,惊悚,,Michael
http://www.ygdy8.net/html/gndy/dyzz/20141219/46909.html,幽暗山谷,,,The Dark Valley/Das finstere Tal,2014,奥地利/德国,西部,剧情,,安德里斯`普罗查斯卡
http://www.ygdy8.net/html/gndy/dyzz/20141220/46911.html,浪客剑心：京都大火篇,,,,2014,日本,动作,,,大友启史
http://www.ygdy8.net/html/gndy/dyzz/20141220/46913.html,盒子怪,拯救盒怪,怪诞小箱侠(港),The Boxtrolls,2014,美国,动画,冒险,喜剧,格拉汉姆-阿纳贝尔
http://www.ygdy8.net/html/gndy/dyzz/20141221/46921.html,访客,不速之客,神秘访客(台),The Guest,2014,美国,动作,悬疑,惊悚,亚当`温加德
http://www.ygdy8.net/html/gndy/dyzz/20141221/46922.html,消失的爱人,失踪罪(港),控制(台),Gone Girl,2014,美国,剧情,神秘,惊悚,大卫`芬奇David
http://www.ygdy8.net/html/gndy/dyzz/20141223/46934.html,,,,Kung Fu Jungle,2014,中国香港,动作,惊悚,,陈德森
http://www.ygdy8.net/html/gndy/dyzz/20141223/46935.html,I型起源,,,I Origins,2014,美国,剧情,科幻,,迈克`卡希尔
http://www.ygdy8.net/html/gndy/dyzz/20141225/46946.html,,,,McDull: Me   My Mum,2014,中国香港,喜剧,动画,家庭,谢立文
http://www.ygdy8.net/html/gndy/dyzz/20141225/46947.html,露水红颜,红颜露水,,For Love or Money/Difficult Love,2014,中国,爱情,,,高希希
http://www.ygdy8.net/html/gndy/dyzz/20141227/46952.html,,,,,,,,,,
http://www.ygdy8.net/html/gndy/dyzz/20141227/46953.html,危险行为,,,No Good Deed,2014,美国,惊悚,恐怖,犯罪,萨姆`米勒
http://www.ygdy8.net/html/gndy/dyzz/20141230/46977.html,危险藏匿,落格风暴(港),钱藏凶机(台),The Drop,2014,美国,惊悚,犯罪,剧情,迈克尔`R`罗斯卡姆Michael
http://www.ygdy8.net/html/gndy/dyzz/20150101/46988.html,爱情狂想曲,,,Crazy Love,2014,中国,喜剧,爱情,,丛艺
http://www.ygdy8.net/html/gndy/dyzz/20150101/46989.html,狂怒,暴怒,战逆豪情(港),Fury,2014,英国/中国/美国,动作,剧情,战争,大卫`阿耶
http://www.ygdy8.net/html/gndy/dyzz/20150105/47057.html,行过死荫之地,墓林漫步,铁血神探(台),A Walk Among the Tombstones,2014,美国,犯罪,剧情,神秘,斯科特`弗兰克
http://www.ygdy8.net/html/gndy/dyzz/20150106/47067.html,青龙复仇,青龙（港）,,Revenge of the Green Dragons,2014,中国香港/美国,动作,犯罪,剧情,刘伟强
http://www.ygdy8.net/html/gndy/dyzz/20150107/47073.html,蝎子王4：争权夺利,,,The Scorpion King 4: Quest for Power/The Scorpion King: The Lost Throne,2014,美国,动作,奇幻,,麦克`艾略特
http://www.ygdy8.net/html/gndy/dyzz/20150107/47074.html,法官老爹,辩父律师(港),大法官(台),The Judge,2014,美国,剧情,,,大卫`道金
http://www.ygdy8.net/html/gndy/dyzz/20150108/47080.html,岳父岳母真难当,,,Qu'est-ce qu'on a fait au Bon Dieu?/Serial Bad Weddings,2014,法国,喜剧,,,菲利普`德`肖伏隆
http://www.ygdy8.net/html/gndy/dyzz/20150108/47081.html,生命之书,生命书,曼罗奇遇记(台),Book of Life,2014,美国,动画,冒险,喜剧,若热`R`古铁雷兹
http://www.ygdy8.net/html/gndy/dyzz/20150108/47082.html,在我入睡前,别相信任何人(台),我入睡之前,Before I Go to Sleep,2014,英国/法国/瑞典,悬疑,惊悚,,罗温`乔夫
http://www.ygdy8.net/html/gndy/dyzz/20150110/47094.html,暴风雪中的白鸟,风雪少女离奇命案(港),,White Bird in a Blizzard,2014,法国/美国,剧情,惊悚,,格雷格`阿拉基
http://www.ygdy8.net/html/gndy/dyzz/20150110/47095.html,安娜贝尔,安娜贝拉,诡娃安娜贝尔,Annabelle,2014,美国,恐怖,,,约翰`R`莱昂耐迪
http://www.ygdy8.net/html/gndy/dyzz/20150112/47115.html,海盗,海盗：走向大海的山贼,,Pirates,2014,韩国,冒险,历史,,李石勋
http://www.ygdy8.net/html/gndy/dyzz/20150112/47116.html,男人女人和孩子,,,"Men, Women   Children",2014,美国,喜剧,剧情,,贾森`雷特曼Jason
http://www.ygdy8.net/html/gndy/dyzz/20150114/47128.html,严惩,,,Catch Hell,2014,美国,剧情,惊悚,,瑞恩`菲利普
http://www.ygdy8.net/html/gndy/dyzz/20150114/47129.html,狂怒,暴怒,战逆豪情(港),Fury,2014,英国/中国/美国,动作,剧情,战争,大卫`阿耶
http://www.ygdy8.net/html/gndy/dyzz/20150115/47134.html,一夜情未了,两夜定情,,Two Night Stand,2014,美国,喜剧,爱情,,Max
http://www.ygdy8.net/html/gndy/dyzz/20150115/47135.html,疾速追杀,约翰`威克,杀神,John Wick,2014,美国,动作,惊悚,,大卫`里奇/Chad
http://www.ygdy8.net/html/gndy/dyzz/20150117/47150.html,法官老爹,辩父律师(港),大法官(台),The Judge,2014,美国,剧情,,,大卫`道金
http://www.ygdy8.net/html/gndy/dyzz/20150118/47158.html,德古拉元年,德古拉秘辛,德古拉伯爵:血魔降生(港),Dracula Untold,2014,美国,动作,剧情,奇幻,加里`肖尔
http://www.ygdy8.net/html/gndy/dyzz/20150119/47166.html,幻世追踪,启动机械码(台),,Vice,2015,美国,动作,科幻,惊悚,布莱恩`A`米勒
http://www.ygdy8.net/html/gndy/dyzz/20150120/47172.html,在我消失前,,,Before I Disappear/The Long Goodnight,2014,美国,剧情,,,肖恩`克里斯汀森
http://www.ygdy8.net/html/gndy/dyzz/20150120/47173.html,忍者神龟：变种时代,真人版忍者神龟,忍者龟：变种新任务(港),Teenage Mutant Ninja Turtles,2014,美国,动作,冒险,喜剧,乔纳森`理贝斯曼
http://www.ygdy8.net/html/gndy/dyzz/20150121/47178.html,白日焰火 德版加长版,,,Bai ri yan huo,2014,中国,犯罪,剧情,神秘,刁亦男
http://www.ygdy8.net/html/gndy/dyzz/20150121/47179.html,幸存者,末日残骸,,The Remaining,2014,美国,恐怖,惊悚,,Casey
http://www.ygdy8.net/html/gndy/dyzz/20150123/47193.html,狼人镇,,,Wolves,2014,美国,动作,恐怖,,大卫`海特
http://www.ygdy8.net/html/gndy/dyzz/20150124/47198.html,撒娇女人最好命,撒娇的女人最好命,会撒娇的女人最好命,Women Who Flirt/Women Who Know How to Flirt Are the Luckiest,2014,中国/中国香港,喜剧,爱情,,彭浩翔
